id,id_docente,Column1,nu_ano,nu_ano_censo,nu_ano_conclusao_1,nu_ano_conclusao_3,nu_idade,in_profissionalizante,in_regular,in_superdotacao,in_surdez,in_surdocegueira,nome_escola_id,in_pos_nenhum,in_mestrado,nu_mes,tp_ensino_medio,tp_escolaridade,tp_etapa_ensino,tp_local_resid_diferenciada,tp_situacao_curso_1,tp_situacao_curso_2,tp_situacao_curso_3,tp_tipo_contratacao,tp_tipo_docente,tp_tipo_ies_1,tp_tipo_ies_2,tp_tipo_ies_3,in_especializacao,in_especial_exclusiva,in_eja,in_doutorado,in_disc_sociologia,in_disc_quimica,in_disc_profissionalizante,in_disc_port_segunda_lingua,in_disc_pedagogicas,in_disc_outras,in_disc_matematica,in_disc_lingua_portuguesa,in_disc_lingua_outra,in_disc_lingua_indigena,in_disc_lingua_frances,in_disc_lingua_espanhol,in_disc_libras,in_disc_informatica_computacao,in_disc_historia,in_disc_geografia,in_disc_filosofia,in_disc_estudos_sociais,in_disc_estagio_supervisionado,in_disc_est_sociais_sociologia,in_disc_lingua_ingles,in_disc_fisica,in_disc_ensino_religioso,in_disc_educacao_fisica,in_def_auditiva,in_def_fisica,in_def_intelectual,in_def_multipla,in_disc_artes,in_disc_biologia,in_disc_ciencias,in_cegueira,in_baixa_visao,in_autismo,co_area_compl_pedagogica_1,co_area_compl_pedagogica_2,co_area_compl_pedagogica_3,co_area_curso_1,co_area_curso_2,co_area_curso_3,co_curso_1,co_curso_2,co_curso_3,co_curso_educ_profissional,co_ies_1,co_ies_2,co_ies_3,co_municipio_end,co_municipio_nasc,co_pais_origem,co_uf_end,co_uf_nasc
501017,123704298017,501017,1963,2016,1985,NA,53,0,1,NA,NA,NA,474,0,0,7,3,4,10,NA,1,NA,NA,1,1,2,NA,NA,1,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,1,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,146F15,NA,NA,NA,519,NA,NA,2927408,2927408,76,29,29
504649,115196486851,504649,1971,2016,1997,NA,45,0,1,NA,NA,NA,474,0,0,10,3,4,25,NA,1,NA,NA,1,1,2,NA,NA,1,0,0,0,0,1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,145F01,NA,NA,NA,519,NA,NA,2919207,2927408,76,29,29
504650,115196486851,504650,1971,2016,1997,NA,45,0,1,NA,NA,NA,474,0,0,10,3,4,27,NA,1,NA,NA,1,1,2,NA,NA,1,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,145F01,NA,NA,NA,519,NA,NA,2919207,2927408,76,29,29
504651,115196486851,504651,1971,2016,1997,NA,45,0,1,NA,NA,NA,474,0,0,10,3,4,26,NA,1,NA,NA,1,1,2,NA,NA,1,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,145F01,NA,NA,NA,519,NA,NA,2919207,2927408,76,29,29
504652,115196486851,504652,1971,2016,1997,NA,45,0,1,NA,NA,NA,474,0,0,10,3,4,25,NA,1,NA,NA,1,1,2,NA,NA,1,0,0,0,0,1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,145F01,NA,NA,NA,519,NA,NA,2919207,2927408,76,29,29
506055,124139996985,506055,1986,2016,2011,NA,30,0,1,NA,NA,NA,474,0,0,10,3,4,11,NA,1,NA,NA,1,1,1,NA,NA,1,0,0,0,0,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,1,NA,NA,145F21,NA,NA,NA,40,NA,NA,2905701,2927408,76,29,29
506056,124139996985,506056,1986,2016,2011,NA,30,0,1,NA,NA,NA,474,0,0,10,3,4,20,NA,1,NA,NA,1,1,1,NA,NA,1,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,1,NA,NA,145F21,NA,NA,NA,40,NA,NA,2905701,2927408,76,29,29
506057,124139996985,506057,1986,2016,2011,NA,30,0,1,NA,NA,NA,474,0,0,10,3,4,20,NA,1,NA,NA,1,1,1,NA,NA,1,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,1,NA,NA,145F21,NA,NA,NA,40,NA,NA,2905701,2927408,76,29,29
506058,124139996985,506058,1986,2016,2011,NA,30,0,1,NA,NA,NA,474,0,0,10,3,4,20,NA,1,NA,NA,1,1,1,NA,NA,1,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,1,NA,NA,145F21,NA,NA,NA,40,NA,NA,2905701,2927408,76,29,29
522109,115196300421,522109,1955,2016,1979,NA,61,0,1,NA,NA,NA,474,0,1,4,3,4,19,NA,1,NA,NA,1,1,1,NA,NA,0,0,0,0,0,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,1,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,9,NA,NA,999990,NA,NA,NA,578,NA,NA,NA,2927408,76,NA,29
522110,115196528449,522110,1959,2016,1991,NA,57,0,1,NA,NA,NA,474,0,1,3,3,4,19,NA,1,NA,NA,1,1,1,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,145F10,NA,NA,NA,578,NA,NA,NA,2925204,76,NA,29
522111,115196528449,522111,1959,2016,1991,NA,57,0,1,NA,NA,NA,474,0,1,3,3,4,19,NA,1,NA,NA,1,1,1,NA,NA,0,0,0,0,0,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,1,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,145F10,NA,NA,NA,578,NA,NA,NA,2925204,76,NA,29
522112,115198148368,522112,1959,2016,1990,NA,57,0,1,NA,NA,NA,474,0,0,4,3,4,25,NA,1,NA,NA,1,1,1,NA,NA,1,0,0,0,0,0,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,999991,NA,NA,NA,40,NA,NA,NA,2927408,76,NA,29
522113,117626109146,522113,1967,2016,1998,NA,49,0,1,NA,NA,NA,474,0,0,11,3,4,25,NA,1,NA,NA,1,1,1,NA,NA,1,0,0,0,0,1,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,1,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,145F18,NA,NA,NA,578,NA,NA,NA,2927408,76,NA,29
522114,115198148368,522114,1959,2016,1990,NA,57,0,1,NA,NA,NA,474,0,0,4,3,4,11,NA,1,NA,NA,1,1,1,NA,NA,1,0,0,0,0,0,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,9,NA,NA,999991,NA,NA,NA,40,NA,NA,NA,2927408,76,NA,29
522115,115196300421,522115,1955,2016,1979,NA,61,0,1,NA,NA,NA,474,0,1,4,3,4,11,NA,1,NA,NA,1,1,1,NA,NA,0,0,0,0,0,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,9,NA,NA,999990,NA,NA,NA,578,NA,NA,NA,2927408,76,NA,29
522116,115197232020,522116,1958,2016,1997,NA,58,0,1,NA,NA,NA,474,0,1,11,3,4,20,NA,1,NA,NA,1,1,1,NA,NA,1,0,0,0,0,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,1,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,9,NA,NA,999990,NA,NA,NA,578,NA,NA,NA,2927408,76,NA,29
522117,115196300421,522117,1955,2016,1979,NA,61,0,1,NA,NA,NA,474,0,1,4,3,4,20,NA,1,NA,NA,1,1,1,NA,NA,0,0,0,0,0,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,9,NA,NA,999990,NA,NA,NA,578,NA,NA,NA,2927408,76,NA,29
522118,115197232020,522118,1958,2016,1997,NA,58,0,1,NA,NA,NA,474,0,1,11,3,4,20,NA,1,NA,NA,1,1,1,NA,NA,1,0,0,0,0,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,1,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,9,NA,NA,999990,NA,NA,NA,578,NA,NA,NA,2927408,76,NA,29
522346,117626109499,522346,1952,2016,1978,NA,64,0,1,NA,NA,NA,474,0,0,2,3,4,20,NA,1,1,NA,1,1,2,2,NA,1,0,0,0,0,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,1,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,1,9,NA,145F10,999991,NA,NA,519,519,NA,NA,2927408,76,NA,29
522347,115196300421,522347,1955,2016,1979,NA,61,0,1,NA,NA,NA,474,0,1,4,3,4,20,NA,1,NA,NA,1,1,1,NA,NA,0,0,0,0,0,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,9,NA,NA,999990,NA,NA,NA,578,NA,NA,NA,2927408,76,NA,29
522348,115197232020,522348,1958,2016,1997,NA,58,0,1,NA,NA,NA,474,0,1,11,3,4,20,NA,1,NA,NA,1,1,1,NA,NA,1,0,0,0,0,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,1,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,9,NA,NA,999990,NA,NA,NA,578,NA,NA,NA,2927408,76,NA,29
522349,117626109499,522349,1952,2016,1978,NA,64,0,1,NA,NA,NA,474,0,0,2,3,4,20,NA,1,1,NA,1,1,2,2,NA,1,0,0,0,0,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,1,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,1,9,NA,145F10,999991,NA,NA,519,519,NA,NA,2927408,76,NA,29
522350,115196300421,522350,1955,2016,1979,NA,61,0,1,NA,NA,NA,474,0,1,4,3,4,20,NA,1,NA,NA,1,1,1,NA,NA,0,0,0,0,0,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,9,NA,NA,999990,NA,NA,NA,578,NA,NA,NA,2927408,76,NA,29
522351,117626109146,522351,1967,2016,1998,NA,49,0,1,NA,NA,NA,474,0,0,11,3,4,26,NA,1,NA,NA,1,1,1,NA,NA,1,0,0,0,0,1,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,1,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,145F18,NA,NA,NA,578,NA,NA,NA,2927408,76,NA,29
522352,117626109146,522352,1967,2016,1998,NA,49,0,1,NA,NA,NA,474,0,0,11,3,4,27,NA,1,NA,NA,1,1,1,NA,NA,1,0,0,0,0,0,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,1,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,145F18,NA,NA,NA,578,NA,NA,NA,2927408,76,NA,29
522656,115197232020,522656,1958,2016,1997,NA,58,0,1,NA,NA,NA,474,0,1,11,3,4,10,NA,1,NA,NA,1,1,1,NA,NA,1,0,0,0,0,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,1,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,9,NA,NA,999990,NA,NA,NA,578,NA,NA,NA,2927408,76,NA,29
522657,115196300421,522657,1955,2016,1979,NA,61,0,1,NA,NA,NA,474,0,1,4,3,4,10,NA,1,NA,NA,1,1,1,NA,NA,0,0,0,0,0,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,9,NA,NA,999990,NA,NA,NA,578,NA,NA,NA,2927408,76,NA,29
522658,117626109499,522658,1952,2016,1978,NA,64,0,1,NA,NA,NA,474,0,0,2,3,4,25,NA,1,1,NA,1,1,2,2,NA,1,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,9,NA,145F10,999991,NA,NA,519,519,NA,NA,2927408,76,NA,29
522659,115198148368,522659,1959,2016,1990,NA,57,0,1,NA,NA,NA,474,0,0,4,3,4,25,NA,1,NA,NA,1,1,1,NA,NA,1,0,0,0,0,0,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,999991,NA,NA,NA,40,NA,NA,NA,2927408,76,NA,29
522660,115197232020,522660,1958,2016,1997,NA,58,0,1,NA,NA,NA,474,0,1,11,3,4,19,NA,1,NA,NA,1,1,1,NA,NA,1,0,0,0,0,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,9,NA,NA,999990,NA,NA,NA,578,NA,NA,NA,2927408,76,NA,29
522661,117626109499,522661,1952,2016,1978,NA,64,0,1,NA,NA,NA,474,0,0,2,3,4,19,NA,1,1,NA,1,1,2,2,NA,1,0,0,0,0,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,1,9,NA,145F10,999991,NA,NA,519,519,NA,NA,2927408,76,NA,29
522662,115196528449,522662,1959,2016,1991,NA,57,0,1,NA,NA,NA,474,0,1,3,3,4,19,NA,1,NA,NA,1,1,1,NA,NA,0,0,0,0,0,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,1,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,145F10,NA,NA,NA,578,NA,NA,NA,2925204,76,NA,29
522663,117626109499,522663,1952,2016,1978,NA,64,0,1,NA,NA,NA,474,0,0,2,3,4,27,NA,1,1,NA,1,1,2,2,NA,1,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,9,NA,145F10,999991,NA,NA,519,519,NA,NA,2927408,76,NA,29
522664,115198148368,522664,1959,2016,1990,NA,57,0,1,NA,NA,NA,474,0,0,4,3,4,27,NA,1,NA,NA,1,1,1,NA,NA,1,0,0,0,0,0,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,999991,NA,NA,NA,40,NA,NA,NA,2927408,76,NA,29
522665,115196300421,522665,1955,2016,1979,NA,61,0,1,NA,NA,NA,474,0,1,4,3,4,10,NA,1,NA,NA,1,1,1,NA,NA,0,0,0,0,0,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,9,NA,NA,999990,NA,NA,NA,578,NA,NA,NA,2927408,76,NA,29
522954,117626109499,522954,1952,2016,1978,NA,64,0,1,NA,NA,NA,474,0,0,2,3,4,26,NA,1,1,NA,1,1,2,2,NA,1,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,9,NA,145F10,999991,NA,NA,519,519,NA,NA,2927408,76,NA,29
522955,115198148368,522955,1959,2016,1990,NA,57,0,1,NA,NA,NA,474,0,0,4,3,4,26,NA,1,NA,NA,1,1,1,NA,NA,1,0,0,0,0,0,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,999991,NA,NA,NA,40,NA,NA,NA,2927408,76,NA,29
522956,117626109499,522956,1952,2016,1978,NA,64,0,1,NA,NA,NA,474,0,0,2,3,4,25,NA,1,1,NA,1,1,2,2,NA,1,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,9,NA,145F10,999991,NA,NA,519,519,NA,NA,2927408,76,NA,29
522957,115198148368,522957,1959,2016,1990,NA,57,0,1,NA,NA,NA,474,0,0,4,3,4,25,NA,1,NA,NA,1,1,1,NA,NA,1,0,0,0,0,0,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,999991,NA,NA,NA,40,NA,NA,NA,2927408,76,NA,29
528785,121171246586,528785,1962,2015,1985,NA,53,0,1,NA,NA,NA,474,0,0,8,3,4,25,NA,1,NA,NA,1,1,1,NA,NA,1,0,0,0,0,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,142P01,NA,NA,NA,9999999,NA,NA,2927408,2918407,76,29,29
529619,121171246586,529619,1962,2015,1985,NA,53,0,1,NA,NA,NA,474,0,0,8,3,4,25,NA,1,NA,NA,1,1,1,NA,NA,1,0,0,0,0,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,142P01,NA,NA,NA,9999999,NA,NA,2927408,2918407,76,29,29
529743,121171246586,529743,1962,2015,1985,NA,53,0,1,NA,NA,NA,474,0,0,8,3,4,25,NA,1,NA,NA,1,1,1,NA,NA,1,0,0,0,0,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,142P01,NA,NA,NA,9999999,NA,NA,2927408,2918407,76,29,29
530283,117643155029,530283,1956,2015,2008,NA,59,0,1,NA,NA,NA,474,0,0,3,3,4,9,NA,1,NA,NA,1,1,2,NA,NA,1,0,0,0,0,0,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,145F14,NA,NA,NA,385,NA,NA,2927408,2922300,76,29,29
530806,115167291452,530806,1959,2015,1994,NA,56,0,1,NA,NA,NA,474,0,0,4,3,4,11,NA,1,NA,NA,1,1,1,NA,NA,1,0,0,0,0,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,145F15,NA,NA,NA,578,NA,NA,2927408,2927408,76,29,29
530807,115167291452,530807,1959,2015,1994,NA,56,0,1,NA,NA,NA,474,0,0,4,3,4,25,NA,1,NA,NA,1,1,1,NA,NA,1,0,0,0,0,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,145F15,NA,NA,NA,578,NA,NA,2927408,2927408,76,29,29
530808,115167291452,530808,1959,2015,1994,NA,56,0,1,NA,NA,NA,474,0,0,4,3,4,25,NA,1,NA,NA,1,1,1,NA,NA,1,0,0,0,0,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,145F15,NA,NA,NA,578,NA,NA,2927408,2927408,76,29,29
530809,115167291452,530809,1959,2015,1994,NA,56,0,1,NA,NA,NA,474,0,0,4,3,4,19,NA,1,NA,NA,1,1,1,NA,NA,1,0,0,0,0,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,145F15,NA,NA,NA,578,NA,NA,2927408,2927408,76,29,29
530811,115167291452,530811,1959,2015,1994,NA,56,0,1,NA,NA,NA,474,0,0,4,3,4,19,NA,1,NA,NA,1,1,1,NA,NA,1,0,0,0,0,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,145F15,NA,NA,NA,578,NA,NA,2927408,2927408,76,29,29
530812,115167291452,530812,1959,2015,1994,NA,56,0,1,NA,NA,NA,474,0,0,4,3,4,19,NA,1,NA,NA,1,1,1,NA,NA,1,0,0,0,0,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,145F15,NA,NA,NA,578,NA,NA,2927408,2927408,76,29,29
531287,115196528600,531287,1967,2015,1993,NA,48,0,1,NA,NA,NA,474,0,0,7,3,4,25,NA,1,NA,NA,1,1,2,NA,NA,1,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,1,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,145F14,NA,NA,NA,519,NA,NA,2927408,2927408,76,29,29
531609,115196528600,531609,1967,2015,1993,NA,48,0,1,NA,NA,NA,474,0,0,7,3,4,11,NA,1,NA,NA,1,1,2,NA,NA,1,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,1,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,145F14,NA,NA,NA,519,NA,NA,2927408,2927408,76,29,29
531610,115196528600,531610,1967,2015,1993,NA,48,0,1,NA,NA,NA,474,0,0,7,3,4,27,NA,1,NA,NA,1,1,2,NA,NA,1,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,1,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,145F14,NA,NA,NA,519,NA,NA,2927408,2927408,76,29,29
531611,115196528600,531611,1967,2015,1993,NA,48,0,1,NA,NA,NA,474,0,0,7,3,4,25,NA,1,NA,NA,1,1,2,NA,NA,1,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,1,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,145F14,NA,NA,NA,519,NA,NA,2927408,2927408,76,29,29
531851,115196528600,531851,1967,2015,1993,NA,48,0,1,NA,NA,NA,474,0,0,7,3,4,25,NA,1,NA,NA,1,1,2,NA,NA,1,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,1,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,145F14,NA,NA,NA,519,NA,NA,2927408,2927408,76,29,29
531858,115196528600,531858,1967,2015,1993,NA,48,0,1,NA,NA,NA,474,0,0,7,3,4,27,NA,1,NA,NA,1,1,2,NA,NA,1,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,1,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,145F14,NA,NA,NA,519,NA,NA,2927408,2927408,76,29,29
531863,115196528600,531863,1967,2015,1993,NA,48,0,1,NA,NA,NA,474,0,0,7,3,4,26,NA,1,NA,NA,1,1,2,NA,NA,1,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,1,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,145F14,NA,NA,NA,519,NA,NA,2927408,2927408,76,29,29
531864,115196528600,531864,1967,2015,1993,NA,48,0,1,NA,NA,NA,474,0,0,7,3,4,11,NA,1,NA,NA,1,1,2,NA,NA,1,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,1,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,145F14,NA,NA,NA,519,NA,NA,2927408,2927408,76,29,29
532095,115197007094,532095,1969,2015,1993,NA,46,0,1,NA,NA,NA,474,0,0,3,3,4,25,NA,1,NA,NA,1,1,2,NA,NA,1,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,145F10,NA,NA,NA,519,NA,NA,2927408,2918001,76,29,29
532099,115197007094,532099,1969,2015,1993,NA,46,0,1,NA,NA,NA,474,0,0,3,3,4,25,NA,1,NA,NA,1,1,2,NA,NA,1,0,0,0,1,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,1,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,145F10,NA,NA,NA,519,NA,NA,2927408,2918001,76,29,29
532100,115197007094,532100,1969,2015,1993,NA,46,0,1,NA,NA,NA,474,0,0,3,3,4,27,NA,1,NA,NA,1,1,2,NA,NA,1,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,145F10,NA,NA,NA,519,NA,NA,2927408,2918001,76,29,29
